t (s),x (m),y (m),psi (rad),psi (deg)
0.0,1.221974545399842e-150,2.5,-0.5516898103439049,-31.609497733078577
0.026880517636039096,0.11769188243041374,2.427568574858869,-0.5516898103439049,-31.609497733078577
0.05376103527207819,0.23538376486082752,2.355137149717738,-0.5502346828656669,-31.526125069922028
0.08064155290811728,0.3531809196109203,2.2828770578912514,-0.5473220838147018,-31.359245436887917
0.10752207054415638,0.4711880390883038,2.210960367960192,-0.5429473098730622,-31.108589353708155
0.1344025881801955,0.5895086475767003,2.1395606190465917,-0.5371032680334358,-30.773750420999693
0.16128310581623456,0.7082444963242028,2.068853556031644,-0.5297804293754504,-30.35418267184189
0.18816362345227367,0.8274949333292863,1.9990178644972558,-0.5209667664404288,-29.849196983614267
0.21504414108831277,0.9473562389155665,1.9302359049355953,-0.5106476733224368,-29.257956499550826
0.24192465872435187,1.067920917771034,1.8626944454424252,-0.498805867333556,-28.579470994575214
0.268805176360391,1.1892769375980545,1.7965853916772008,-0.4854212708130108,-27.81259010346249
0.2956856939964301,1.3115069038698675,1.7321065123198398,-0.4704708713251782,-26.955995310775133
0.3225662116324691,1.434687159409146,1.669462157560072,-0.45392855812120747,-26.008190580804076
0.3494467292685082,1.558886796584455,1.6088639672940983,-0.43576493231176366,-24.967491481268052
0.37632724690454733,1.6841665688497272,1.550531564642132,-0.41594708770066113,-23.832012626005795
0.40320776454058643,1.8105776871173187,1.494693229098112,-0.3944383586441888,-22.59965322837953
0.43008828217662554,1.9381604850427168,1.4415865420284348,-0.3711980306081397,-21.268080517414358
0.45696879981266464,2.0669429356934232,1.3914589952862708,-0.346181008268255,-19.834710721354465
0.48384931744870374,2.1969390002603824,1.3445685513227865,-0.3193374350077572,-18.29668726647771
0.5107298350847428,2.32814678743215,1.3011841402575466,-0.29061225646716976,-16.65085577034229
0.537610352720782,2.4605464997760467,1.2615860757942037,-0.2599447193448999,-14.893735325175449
0.564490870356821,2.5940981409461767,1.2260663674796026,-0.22726779486577567,-13.021485465053905
0.5913713879928602,2.7287389547612215,1.1949289014103794,-0.19250751414334946,-11.029868084968928
0.6182519056288992,2.864380564171302,1.1684894548459592,-0.1555821999492188,-8.914203424450728
0.6451324232649382,3.000905774885905,1.147075501980531,-0.11640157602358617,-6.669319034822683
0.6720129409009774,3.1381650050128203,1.1310257579652463,-0.07486573082422021,-4.289490406390292
0.6988934585370165,3.27597229855037,1.120689395653238,-0.030863907261378467,-1.7683716253601611
0.7257739761730556,3.4141008771318857,1.1164248538209016,0.015726916837002742,0.9010859595134911
0.7526544938090947,3.5522781812837674,1.1185981359719226,0.06504370150367365,3.7267295800692266
0.7795350114451338,3.6901803500055617,1.1275804741873012,0.11723932589042942,6.717318566480448
0.8064155290811729,3.8274260862971716,1.1437452014588434,0.1724849479182087,9.882659545247174
0.833296046717212,3.9635698572392477,1.1674636367289248,0.23097283152887707,13.23376842879085
0.8601765643532511,4.098094381738711,1.1990997370920022,0.2929197563761843,16.783065776355645
0.8870570819892901,4.230402369148874,1.239003208187407,0.35857115918644766,20.544614076497048
0.9139375996253293,4.359807490803462,1.2875006826324848,0.42820620270256177,24.534408176180214
0.9408181172613683,4.485524598854391,1.3448844719923783,0.502144032270546,28.7707337567833
0.9676986348974075,4.606659260010592,1.4113982630778497,0.5807515694460702,33.27461387485855
0.9945791525334465,4.722196757155428,1.4872189547886003,0.6644533181766762,38.070370814986774
1.0214596701694856,4.830990846973828,1.5724336046944443,0.7537438401983456,43.186340877348364
1.0483401878055247,4.931752774296374,1.6670101585555126,0.8492038206968823,48.65579487231566
1.075220705441564,5.02304137780452,1.7707602496760602,0.9515210387976034,54.518139641006535
